Feeder 1: HELICS interfaces created.
Feeder config: case=/home/teng/benchmark_118_10_8500_Andes_OpenDSS/13Bus/IEEE13Nodeckt.dss voltage_bus=650 power_topic=Feeder1_Power voltage_topic=TxInterfaceVoltage broker=tcp://127.0.0.1:23671 interface_base=100.000 MVA load_scale=1.000 uninterruptible=False
Feeder: co-simulation step schedule = 0.005s until t=1.580s, then 0.020s
Feeder FIDVR config: disabled.
Feeder 1: initial guess TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 Stage=DISABLED AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu
Feeder 1: pre-fault health source_v=1.030000 pu dist_bus=650 dist_v=1.029844 pu alert=650 |V1| alert_v=1.029844 pu min_expected=0.950 pu
Feeder 1: entered HELICS initialization mode.
[Feeder01 init 01] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=inf dS=3.013e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 02] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=1.930e-03 dS=1.685e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 03] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=0.000e+00 dS=1.848e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
Feeder 1: initialization handshake converged.
Feeder 1: target simulation time = 4.000 s
[Feeder01] iter=000001 t_granted=0.005s (t_req=0.005s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871418 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000028 t_granted=0.070s (t_req=0.075s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000029 t_granted=0.075s (t_req=0.075s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000030 t_granted=0.075s (t_req=0.080s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000031 t_granted=0.080s (t_req=0.080s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000032 t_granted=0.080s (t_req=0.085s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000033 t_granted=0.085s (t_req=0.085s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000034 t_granted=0.085s (t_req=0.090s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000035 t_granted=0.090s (t_req=0.090s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000036 t_granted=0.090s (t_req=0.095s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000037 t_granted=0.095s (t_req=0.095s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000038 t_granted=0.095s (t_req=0.100s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000039 t_granted=0.100s (t_req=0.100s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000040 t_granted=0.100s (t_req=0.105s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000041 t_granted=0.105s (t_req=0.105s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000042 t_granted=0.105s (t_req=0.110s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000043 t_granted=0.110s (t_req=0.110s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000044 t_granted=0.115s (t_req=0.115s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000045 t_granted=0.115s (t_req=0.120s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000046 t_granted=0.120s (t_req=0.120s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000047 t_granted=0.125s (t_req=0.125s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000048 t_granted=0.125s (t_req=0.130s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000049 t_granted=0.130s (t_req=0.130s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000050 t_granted=0.135s (t_req=0.135s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000051 t_granted=0.135s (t_req=0.140s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000052 t_granted=0.140s (t_req=0.140s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000053 t_granted=0.145s (t_req=0.145s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000054 t_granted=0.145s (t_req=0.150s, dt=0.005s) state=ITERATING | Vupdate=True V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000055 t_granted=0.150s (t_req=0.150s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871417 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
